neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
Eastside,kJl3l4fSa2spv_Mkhgogmg,"[u'Monday 7:0-20:0', u'Tuesday 7:0-20:0', u'Wednesday 7:0-20:0', u'Thursday 7:0-20:0', u'Friday 7:0-20:0', u'Saturday 7:0-20:0', u'Sunday 7:0-20:0']",1,"2620 S Maryland Pkwy, Ste 176","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BYOBCorkage: yes_free', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'Corkage: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no', u'BikeParking: True']","[u'Filipino', u'Restaurants']",Las Vegas,103,Ito'y Sariling Atin,-115.13705937,NV,3.5,36.1430355663,89109,business
Eastside,CCNp1qS8n2gh51X7Wadabw,,0,3000 Paradise Rd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Mexican', u'Restaurants']",Las Vegas,60,Vince Neil's Tatuado Cantina,-115.1514119,NV,2.0,36.1362847,89109,business
,5lDEshkjy0Xmo6FzsfwPHA,,1,4201 Park Rd,"[u'BikeParking: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Shopping Centers', u'Shopping']",Charlotte,26,Park Road Shopping Center,-80.8487449,NC,4.0,35.174878,28209,business
,roHEmKg-vyVWyDXSBdNXmA,"[u'Monday 8:0-20:0', u'Tuesday 8:0-20:0', u'Wednesday 8:0-20:0', u'Thursday 8:0-20:0', u'Friday 8:0-20:0', u'Saturday 9:0-20:0', u'Sunday 10:0-19:0']",1,"5349 Ballantyne Commons Pkwy, Ste 400","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Juice Bars & Smoothies', u'Food', u'Sandwiches']",Charlotte,10,Tropical Smoothie Cafe,-80.773346,NC,5.0,35.062218,28277,business
Eastside,114mOuMrfBPNiADyfVag2Q,,0,4501 Paradise Rd,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'RestaurantsPriceRange2: 2']","[u'Food', u'Convenience Stores', u'Grocery']",Las Vegas,8,St Tropez Convenience Mart,-115.1524761,NV,4.5,36.1075601,89169,business
,th-1D89M0nLicba6QRS8WQ,"[u'Monday 7:0-17:0', u'Tuesday 7:0-17:0', u'Wednesday 7:0-17:0', u'Thursday 7:0-17:0', u'Friday 7:0-17:0']",1,5002 World Dairy Dr,[u'BusinessAcceptsCreditCards: True'],"[u'Home Services', u'Appliances & Repair', u'Local Services', u'Water Purification Services', u'Water Heater Installation/Repair', u'Water Delivery', u'Plumbing']",Madison,9,Culligan Total Water Treatment Systems,-89.2938205,WI,4.0,43.0570536,53718,business
,20yV1NhFlkFPusrZVu_XfA,"[u'Monday 9:0-17:0', u'Tuesday 9:0-17:0', u'Wednesday 9:0-17:0', u'Thursday 9:0-17:0', u'Friday 9:0-17:0', u'Saturday 9:0-17:0']",1,45 W Buchanan St,[u'BusinessAcceptsCreditCards: True'],"[u'Party & Event Planning', u'Wedding Chapels', u'Venues & Event Spaces', u'Event Planning & Services']",Phoenix,3,The Vintage 45,-112.0732192,AZ,2.5,33.4432198,85003,business
,AlmBcNjq2233PDFrz_4rrg,"[u'Monday 9:0-18:30', u'Tuesday 9:0-18:30', u'Wednesday 9:0-18:30', u'Thursday 9:0-18:30', u'Friday 9:0-18:30', u'Saturday 9:0-17:0', u'Sunday 12:0-17:0']",1,6232 W Bell Rd,"[u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: False']","[u'Home Services', u'Carpeting', u'Interior Design', u'Flooring']",Phoenix,7,Arrowhead Carpet Tile Interiors,-112.1938719,AZ,2.5,33.6391636,85003,business
,vfu0sv2UvbtsUjDF6_MzZA,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']",1,,"[u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: False']","[u'Contractors', u'Professional Services', u'Electricians', u'Home Services', u'Insulation Installation', u'Handyman', u'Appliances & Repair', u'Local Services', u'Plumbing', u'Telecommunications', u'IT Services & Computer Repair']",Peoria,69,One Shot Installation,-112.2420872,AZ,5.0,33.5823763,85380,business
Arboretum,0YbU69SeHwBs4rxux-Ikfw,"[u'Monday 9:0-19:0', u'Tuesday 9:0-19:0', u'Wednesday 9:0-19:0', u'Thursday 9:0-19:0', u'Friday 9:0-19:0', u'Saturday 10:0-16:0']",1,7305 Leacroft Ct,"[u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: False']","[u'Home Theatre Installation', u'Local Services', u'Home Services', u'Handyman', u'Electronics', u'Contractors', u'Security Systems', u'Electricians', u'TV Mounting', u'Painters', u'Shopping']",Charlotte,5,South Charlotte Services,-80.783814,NC,5.0,35.10809,28226,business
Eastmorland,wOZUfs_p_AO1zXGkBcX2Bg,"[u'Monday 10:30-22:0', u'Tuesday 10:30-22:0', u'Wednesday 10:30-22:0', u'Thursday 10:30-22:0', u'Friday 10:30-22:0', u'Saturday 10:30-22:0', u'Sunday 10:30-22:0']",1,604 Cottage Grove Road,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'DriveThru: True', u'GoodForKids: True', u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Restaurants', u'Chicken Wings', u'Fast Food']",Madison,7,KFC,-89.3162,WI,1.5,43.084,53716,business
,YZjqRPrLZBOh2Lz5iVbuHA,"[u'Monday 7:0-2:0', u'Tuesday 7:0-2:0', u'Wednesday 7:0-2:0', u'Thursday 7:0-2:0', u'Friday 7:0-3:0', u'Saturday 7:0-3:0', u'Sunday 7:0-2:0']",1,10917 Carolina Place Pkwy,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Fast Food', u'Tex-Mex', u'Mexican', u'Restaurants']",Pineville,14,Taco Bell,-80.878954,NC,3.5,35.084106,28134,business
Leith,gDIWCNEzHsubZNrHBDljqw,"[u'Monday 9:30-17:0', u'Tuesday 9:30-17:0', u'Wednesday 9:30-17:0', u'Thursday 9:30-17:0', u'Friday 9:30-17:0', u'Saturday 9:30-17:0']",1,65 Bonnington Road,[u'RestaurantsPriceRange2: 2'],"[u'Shopping', u'Thrift Stores']",Edinburgh,4,Bethany Shop,-3.1772942,EDH,4.5,55.9715395,EH6 5JQ,business
,6RkcINVTVZCl0-GQ6c2etA,,1,Sulzerrainstr. 24,[u'RestaurantsPriceRange2: 2'],"[u'Food', u'Beer', u'Wine & Spirits']",Stuttgart,3,Weingut Stadt Stuttgart,9.2235803,BW,4.0,48.8107037,70372,business
,F5Fq0GrN3BkwMdm9i06clA,"[u'Monday 8:0-23:0', u'Tuesday 8:0-23:0', u'Wednesday 8:0-23:0', u'Thursday 8:0-23:0', u'Friday 8:0-23:0', u'Saturday 8:0-23:0', u'Sunday 8:0-23:0']",1,15500 Broadway Ave,"[u'BusinessAcceptsCreditCards: True', u'RestaurantsGoodForGroups: False', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Burgers', u'Fast Food', u'Restaurants']",Maple Heights,4,McDonald's,-81.5725017981,OH,1.0,41.4177130698,44137,business
,m4_qthbDlYptibVQ1SCvNA,"[u'Monday 7:0-20:0', u'Tuesday 7:0-20:0', u'Wednesday 7:0-20:0', u'Thursday 7:0-20:0', u'Friday 7:0-20:0', u'Saturday 8:0-19:0', u'Sunday 9:0-18:0']",1,"15030 N Tatum Blvd, Ste140","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: very_loud', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Juice Bars & Smoothies', u'Gluten-Free', u'Restaurants', u'Specialty Food', u'Food', u'Health Markets']",Phoenix,27,Smoothie King,-111.97976469,AZ,3.0,33.6243986279,85032,business
The Annex,fin8bCrfZ7aCB1pGesvDmw,"[u'Tuesday 12:0-19:0', u'Wednesday 12:0-19:0', u'Thursday 12:0-20:0', u'Friday 12:0-19:0', u'Saturday 10:0-18:0', u'Sunday 12:0-17:0']",1,374 Bloor Street W,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'DogsAllowed: True', u'RestaurantsPriceRange2: 3', u'WheelchairAccessible: True']","[u""Men's Clothing"", u'Shopping', u'Fashion', u'Bridal']",Toronto,6,Theodore 1922,-79.4060876,ON,4.5,43.6662014,M5S 1X2,business
,0afogNfqL72ClzT3Rkmjyg,"[u'Monday 11:0-18:30', u'Tuesday 11:0-18:30', u'Wednesday 11:0-18:30', u'Thursday 11:0-18:30', u'Friday 11:0-18:30', u'Saturday 11:0-18:30', u'Sunday 11:0-18:30']",1,3241 Yonge Street,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'DogsAllowed: True', u'RestaurantsPriceRange2: 1', u'WheelchairAccessible: False']","[u'Vape Shops', u'Shopping']",Toronto,4,E-CIGARETTES,-79.4031842,ON,5.0,43.7287992,M4N 2L5,business
,URvh6DgFyA-d6Z7OVKxczg,"[u'Monday 11:0-0:0', u'Tuesday 11:0-0:0', u'Wednesday 11:0-0:0', u'Thursday 11:0-0:0', u'Friday 11:0-2:0', u'Saturday 11:0-2:0', u'Sunday 11:0-22:0']",1,1660 O'Connor Drive,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: outdoor', u'WheelchairAccessible: True', u'WiFi: free']","[u'Nightlife', u'Sports Bars', u'Barbeque', u'Restaurants', u'Food', u'Smokehouse', u'Bars', u'Comfort Food']",Toronto,75,Rally Sports Bar + Smokehouse,-79.305012,ON,4.0,43.7174661,M4A 2R4,business
North Side,NQ7d9DIzP4Uip8yP9hgwPA,"[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-2:0', u'Saturday 11:0-2:0', u'Sunday 12:0-20:0']",1,140 Federal St,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: False', u'HappyHour: True', u'HasTV: True', u'NoiseLevel: average', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'OutdoorSeating: False', u'RestaurantsReservations: True', u'WheelchairAccessible: True']","[u'Sports Bars', u'Bars', u'American (Traditional)', u'Restaurants', u'Nightlife', u'Chicken Wings']",Pittsburgh,27,Local Brewhouse,-80.0041090697,PA,2.5,40.448156958,15212,business
,QtkgjYAkXHhPKObhmq44jA,"[u'Monday 7:30-17:30', u'Tuesday 7:30-17:30', u'Wednesday 7:30-17:30', u'Thursday 7:30-17:30', u'Friday 7:30-17:30']",1,"702 E Osborn Rd, Ste 200",,"[u'Lawyers', u'Real Estate Law', u'Bankruptcy Law', u'Professional Services', u'Employment Law', u'Personal Injury Law', u'Divorce & Family Law']",Phoenix,3,"Burch & Cracchiolo, P.A.",-112.0647185,AZ,3.5,33.4882062,85014,business
,qO7dpBAVxbrR4GbtR2uCOw,"[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-23:0', u'Saturday 11:0-23:0', u'Sunday 10:30-21:0']",1,35514 Detroit Rd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'DriveThru: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: no', u'WiFi: free']","[u'Restaurants', u'American (New)', u'Bars', u'Nightlife', u'Burgers']",Avon,66,Heck's Café,-82.010263,OH,3.0,41.457915,44011,business
Downtown Core,m7yVScRf9Yfvj5Wu0TIOlA,,1,109 McCaul St,"[u'BusinessAcceptsCreditCards: True', u'RestaurantsTakeOut: True']","[u'Restaurants', u'Fast Food', u'Burgers']",Toronto,5,McDonald's,-79.3909035,ON,3.0,43.6537184,M5T 3K5,business
Downtown Core,zuCgnSkJa3aFB5s1-8ew4g,"[u'Monday 11:0-20:0', u'Tuesday 11:0-20:0', u'Wednesday 11:0-20:0', u'Thursday 11:0-20:0', u'Friday 11:0-20:0', u'Saturday 0:0-17:0']",1,109 McCaul Street,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Mexican', u'Korean', u'Salad']",Toronto,7,Fiesta Burrito,-79.3909035,ON,4.0,43.6537184,M5T 3K5,business
,7YegqehRsQUpNlFRn5wa-Q,,1,7011 W 130th St,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Bakeries', u'American (Traditional)', u'Food', u'Restaurants']",Parma Heights,12,Bakers Square,-81.783214,OH,3.5,41.374379,44130,business
,4EfD15N0NJ2eDWa9bmVCtw,"[u'Monday 16:0-22:0', u'Tuesday 10:30-15:0', u'Tuesday 17:0-21:0', u'Wednesday 11:30-15:0', u'Wednesday 17:0-21:0', u'Thursday 10:30-15:0', u'Thursday 17:0-21:0', u'Friday 11:30-15:0', u'Friday 17:0-22:30', u'Saturday 11:30-15:0', u'Saturday 17:0-22:30', u'Sunday 11:30-15:0', u'Sunday 17:0-20:30']",1,235 Main Street S,"[u'GoodForKids: True', u'HasTV: True', u'RestaurantsAttire: dressy', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsTakeOut: True']","[u'Mediterranean', u'Turkish', u'Italian', u'Restaurants']",Newmarket,4,Aubergine Kitchen and Bar,-79.4565438,ON,3.5,44.0522999,L3Y 3Z4,business
Spring Valley,rECgTdKelvefty5JIXHDbg,"[u'Monday 6:0-23:0', u'Tuesday 6:0-23:0', u'Wednesday 6:0-23:0', u'Thursday 6:0-23:0', u'Friday 6:0-23:0', u'Saturday 6:0-23:0', u'Sunday 6:0-23:0']",1,8635 Spring Mountain Rd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True', u'WiFi: free', u'RestaurantsTableService: False']","[u'Fast Food', u'Restaurants', u'Burgers']",Las Vegas,36,McDonald's,-115.2718422,NV,2.0,36.1257455,89117,business
Ville-Marie,4wT0v1MJf9b0RG1Lb2GILA,"[u'Monday 10:0-17:30', u'Tuesday 10:0-17:30', u'Wednesday 10:0-17:30', u'Thursday 9:0-18:0', u'Friday 10:0-20:0', u'Saturday 11:0-18:0', u'Sunday 12:0-17:0']",0,1439 Rue Stanley,"[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 2']","[u'Shopping', u'Bookstores', u'Music & DVDs', u'Books', u'Mags', u'Music & Video']",Montréal,3,Odyssey Bookstore,-73.5748498307,QC,4.5,45.5004427961,H3A 1P4,business
,piAAi-H1MDh4mOXPgu3okA,,1,490 Horsepower Cv,"[u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u'GoodForKids: True']","[u'Tours', u'Active Life', u'Boating', u'Event Planning & Services', u'Hotels & Travel', u'Boat Charters']",Boulder City,50,Lake Mead Cruises,-114.774727821,NV,4.0,36.0269240617,89005,business
Ballantyne,PYuHq2YtFuUj2q2ua08M4g,"[u'Monday 8:0-20:0', u'Tuesday 8:0-20:0', u'Wednesday 8:0-20:0', u'Thursday 8:0-20:0', u'Friday 8:0-20:0', u'Saturday 8:0-20:0']",1,,"[u'BusinessAcceptsBitcoin: False', u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: True']","[u'Home Services', u'Security Systems']",Mathews,3,Safe Home Security of the Carolinas,-80.860407,NC,1.0,35.0337419,28104,business
,iM2-wzA1YedVexScQXQ4NA,,1,4954 Great Northern Mall,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 2']","[u'Books', u'Mags', u'Music & Video', u'Music & DVDs', u'Shopping']",North Olmsted,3,Fye,-81.9234726,OH,2.5,41.4156025,44070,business
Laval,2ArkDGIgaSGd58dYFEOEVg,"[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-23:0', u'Saturday 16:0-23:0', u'Sunday 11:0-22:0']",1,1723 Boulevard Saint-Martin Ouest,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Mediterranean', u'Italian', u'Pizza', u'Restaurants']",Laval,11,Ristorante Lugano's,-73.729165,QC,2.5,45.567942,H7S 1N2,business
Bayview Village,_vZ7bHaGCjllogiZ7RH17w,"[u'Monday 11:30-22:0', u'Tuesday 11:30-22:0', u'Wednesday 11:30-22:0', u'Thursday 11:30-22:0', u'Friday 11:30-22:0', u'Saturday 11:0-22:0', u'Sunday 10:0-22:0']",0,2901 Bayview Avenue,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'American (New)', u'Tapas/Small Plates', u'Asian Fusion']",Toronto,155,Origin North,-79.3855388837,ON,3.0,43.7676848778,M2N 5Z7,business
Sunrise,CcexolMVOv-VFzOGaIDG7A,"[u'Monday 9:0-17:0', u'Tuesday 9:0-17:0', u'Wednesday 9:0-17:0', u'Thursday 9:0-17:0', u'Friday 9:0-17:0', u'Saturday 9:0-16:0']",1,1235 N Nellis Blvd,,"[u'Pets', u'Bird Shops', u'Pet Breeders', u'Pet Services', u'Pet Stores']",Las Vegas,9,Bird Farm,-115.0627713,NV,4.5,36.1841442,89110,business
