neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
Southwest,PxoBae2DdxirOTdwRIsb2g,,1,"10450 S Decatur Blvd, Ste 100","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Fast Food', u'Mexican']",Las Vegas,50,Don Tortaco,-115.2074903,NV,3.0,35.999524,89141,business
Sunrise,TUpyKJFqL_ySZMo54pT-Sw,"[u'Monday 10:0-22:0', u'Tuesday 10:0-22:0', u'Wednesday 10:0-22:0', u'Thursday 10:0-22:0', u'Friday 10:0-22:0', u'Saturday 10:0-22:0', u'Sunday 10:0-22:0']",1,6055 E Lake Mead Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'American (New)', u'Juice Bars & Smoothies', u'Restaurants', u'Mexican', u'Food', u'Ice Cream & Frozen Yogurt']",Las Vegas,39,La Flor De Michoacan Restaurant,-115.04046,NV,4.0,36.1955918,89156,business
The Strip,_7EsArRtaywrPasvA8ryfg,"[u'Monday 10:0-1:0', u'Tuesday 10:0-1:0', u'Wednesday 10:0-1:0', u'Thursday 10:0-1:0', u'Friday 10:0-1:0', u'Saturday 10:0-1:0', u'Sunday 10:0-1:0']",0,"Harrah's Carnaval Court, 3475 Las Vegas Blvd S","[u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 1', u'WheelchairAccessible: False', u'WiFi: no']","[u'Chocolatiers & Shops', u'Specialty Food', u'Desserts', u'Food', u'Ice Cream & Frozen Yogurt', u'Restaurants']",Las Vegas,31,Ghirardelli Ice Cream and Chocolate Shop,-115.1717702,NV,4.0,36.1193098,89109,business
Chinatown,ilKfISetU1EgKMIJj9euAw,"[u'Monday 11:30-21:0', u'Tuesday 11:30-21:0', u'Thursday 11:30-21:0', u'Friday 11:30-21:0', u'Saturday 11:30-21:0', u'Sunday 11:30-21:0']",0,"3775 West Spring Mountain Rd, Ste 301","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Restaurants', u'Japanese']",Las Vegas,35,Koraku Ramen,-115.189604762,NV,3.0,36.1256445458,89102,business
Eastside,BGcrYtRjOc6eWtxOpD9cWQ,"[u'Monday 11:0-18:0', u'Tuesday 11:0-18:0', u'Wednesday 11:0-18:0', u'Thursday 11:0-18:0', u'Friday 11:0-18:0', u'Saturday 11:0-18:0']",0,3430 E Tropicana Ave,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Sandwiches', u'Restaurants', u'American (Traditional)']",Las Vegas,45,Geri's Olde Philadelphia Restaurant,-115.099351,NV,4.0,36.1006486,89121,business
,h84tU6REsM1VzyUCP0Ss7Q,,1,"9310 S Eastern Ave, Ste 101","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Mexican']",Las Vegas,40,Baja Fresh,-115.1167735,NV,3.0,36.020108,89123,business
,5l-yKN13VwfPwuSiBIqdJQ,"[u'Monday 7:0-21:0', u'Tuesday 7:0-21:0', u'Wednesday 7:0-21:0', u'Thursday 7:0-21:0', u'Friday 7:0-21:0', u'Saturday 7:0-21:0', u'Sunday 7:0-21:0']",1,2341 N Las Vegas Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Burgers', u'Restaurants', u'Sandwiches', u'Breakfast & Brunch']",Las Vegas,46,Farmer Boys,-115.119654536,NV,4.0,36.2026289295,89030,business
Spring Valley,qQIUMQJ0pMiiYpygql3Zdg,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']",1,5790 S Fort Apache Rd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: False', u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: yes', u'WheelchairAccessible: True', u'WiFi: free', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'BikeParking: True']","[u'Pubs', u'Restaurants', u'Nightlife', u'Bars', u'American (Traditional)']",Las Vegas,47,The Lodge At Fort Apache,-115.2970875,NV,3.0,36.0834198,89148,business
,nzUvzv8fOuEioaOlL1G2uw,"[u'Monday 11:0-23:0', u'Tuesday 11:0-23:0', u'Wednesday 11:0-23:0', u'Thursday 11:0-23:0', u'Friday 11:0-23:0', u'Saturday 11:0-23:0']",1,6112 W Flamingo Rd,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no', u'RestaurantsGoodForGroups: True']","[u'Asian Fusion', u'Restaurants', u'Korean', u'Sushi Bars']",Las Vegas,30,Sandai Sushi,-115.225628296,NV,2.5,36.1161754766,89103,business
The Strip,gUjohbxvaPoHrw41FwkVOA,"[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-23:0', u'Saturday 11:0-23:0', u'Sunday 11:0-22:0']",0,"Caesars Palace Hotel & Casino, Forum Shops, 3500 Las Vegas Blvd S","[u'Alcohol: full_bar', u'BYOBCorkage: yes_corkage', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Corkage: True', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: False', u'WheelchairAccessible: True']","[u'Chinese', u'Restaurants', u'Asian Fusion']",Las Vegas,32,Chinois,-115.176005,NV,2.5,36.1190372,89109,business
Chinatown,0eZHVYDyACtVVOIgoBlV3g,"[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-22:0', u'Saturday 11:0-22:0', u'Sunday 11:0-22:0']",0,"Chinatown Mall, 4255 W Spring Mountain Rd","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Chinese', u'Restaurants']",Las Vegas,46,Da Sheng Chinese Cuisine,-115.197077841,NV,3.5,36.1254890343,89102,business
,8fiZjbPMgg4qDSLIdZsWZg,"[u'Monday 7:0-15:0', u'Tuesday 7:0-15:0', u'Wednesday 7:0-15:0', u'Thursday 7:0-15:0', u'Friday 7:0-15:0', u'Saturday 7:0-14:0', u'Sunday 7:0-14:0']",0,1581 N Decatur Blvd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Diners', u'Breakfast & Brunch']",Las Vegas,40,Sunshine Cafe,-115.2062861,NV,4.0,36.1878766,89108,business
Summerlin,_8mBVtt6yhkS0YtT1FGBNg,"[u'Monday 6:30-20:0', u'Tuesday 6:30-20:0', u'Wednesday 6:30-20:0', u'Thursday 6:30-20:0', u'Friday 6:30-20:0', u'Saturday 7:0-20:0', u'Sunday 8:0-19:0']",1,"1990 Village Center Cir, Ste 3","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'DogsAllowed: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free', u'RestaurantsGoodForGroups: True']","[u'Gluten-Free', u'Restaurants', u'Food', u'Juice Bars & Smoothies', u'Acai Bowls', u'Vegan']",Las Vegas,42,Nekter Juice Bar,-115.3053232,NV,4.0,36.191832,89134,business
The Strip,q6LaVR4FlIyRC9yWIW5IXg,,0,"The Venetian Hotel/Casino, 3355 Las Vegas Blvd","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Delis']",Las Vegas,31,Towers Deli,-115.1696112,NV,3.5,36.1214517,89109,business
Downtown,gtVPsVK83JkeyrN1C1ozeQ,"[u'Monday 11:0-23:0', u'Tuesday 11:0-23:0', u'Wednesday 11:0-23:0', u'Thursday 11:0-23:0', u'Friday 11:0-2:0', u'Saturday 11:0-2:0', u'Sunday 11:0-22:0']",1,600 E Fremont St,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Chicken Wings', u'Italian', u'Restaurants', u'Pizza']",Las Vegas,41,Pizza Lotto,-115.13848629,NV,4.0,36.1689134331,89101,business
University,25PEf9-e8_7phdV7JjOHhA,"[u'Monday 10:30-21:0', u'Tuesday 10:30-21:0', u'Wednesday 10:30-21:0', u'Thursday 10:30-21:0', u'Friday 10:30-21:0', u'Saturday 11:0-20:0', u'Sunday 11:0-20:0']",1,1380 E Flamingo Rd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]","[u'Mexican', u'Restaurants']",Las Vegas,36,Baja Fresh Mexican Grill,-115.1335439,NV,3.0,36.1148675,89119,business
The Strip,XUY2ZBiVPrJHyYisPL9EyA,,1,"3377 S Las Vegas Blvd, Ste 2610","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Noodles', u'Restaurants', u'Chinese']",Las Vegas,32,Wasabi Jane's Rice & Noodle Works,-115.1696529,NV,2.0,36.1218691,89109,business
The Strip,3-dR6RJvTHdkZEHMmB8OeQ,,1,"Bally's Hotel and Casino, 3645 Las Vegas Blvd","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Fast Food', u'Hot Dogs', u'Breakfast & Brunch']",Las Vegas,44,Nathan's Famous,-115.1709763,NV,2.5,36.1142773,89109,business
The Strip,63Qj5E-GzHJ6vhjhGR4XDw,"[u'Monday 11:0-0:0', u'Tuesday 11:0-0:0', u'Wednesday 11:0-0:0', u'Thursday 11:0-0:0', u'Friday 11:0-0:0', u'Saturday 11:0-0:0', u'Sunday 11:0-0:0']",1,"Planet Hollywood Resort And Casino, 3667 Las Vegas Boulevard South","[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u'Caters: False', u'DriveThru: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: free', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", u'BikeParking: False']","[u'Nightlife', u'Burgers', u'Pizza', u'Sports Bars', u'Bars', u'Restaurants', u'American (Traditional)']",Las Vegas,38,"Ringer Wings, Pizza & Sliders",-115.17298151,NV,3.0,36.109404777,89109,business
Southwest,S1Bs_x9aHFFZozwJLCNTgQ,"[u'Monday 10:0-21:0', u'Tuesday 10:0-21:0', u'Wednesday 10:0-21:0', u'Thursday 10:0-21:0', u'Friday 10:0-21:0', u'Saturday 10:0-21:0', u'Sunday 12:0-21:0']",0,8680 Warm Springs,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Restaurants', u'Burgers', u'Chicken Wings']",Las Vegas,50,Chicken Bonz,-115.280912,NV,4.0,36.056075,89113,business
Southeast,B4zX3o9Qehq-cibq05FTcA,,1,"Mccarran Int'l Airport, 5757 Wayne Newton Blvd Terminal C","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Pretzels', u'Food', u'Restaurants', u'Food Stands']",Las Vegas,35,Auntie Anne's,-115.138027116,NV,3.0,36.0815933875,89119,business
,Gud0G5LL9vFOOHjvyEIlTQ,"[u'Wednesday 7:0-0:0', u'Thursday 7:0-0:0', u'Friday 7:0-0:0', u'Saturday 7:0-0:0', u'Sunday 7:0-0:0']",1,5893 W Tropicana Ave,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Food Trucks', u'Food', u'Mexican', u'Restaurants', u'Food Stands']",Las Vegas,32,Taqueria La Casa Del Pastor,-115.2222678,NV,3.5,36.0995058,89118,business
,gIPrEKqnJwaAH0ZyvnQHeg,"[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-23:0', u'Saturday 11:0-23:0', u'Sunday 11:0-22:0']",1,"Boulder Station Hotel & Casino, 4114 Boulder Highway","[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]","[u'Buffets', u'Seafood', u'Italian', u'Steakhouses', u'Mexican', u'Restaurants', u'American (Traditional)']",Las Vegas,39,Cabo Mexican Restaurant,-115.085162,NV,3.0,36.1310868,89121,business
